company,position,q,a
한국은행,신입 소프트웨어개발자,"Q6. 본인이 가장 관심을 가지고 있는 경제 이슈를 하나 제시하고, 해당 이슈와 관련하여 한국은행이 중앙은행으로서 어떻게 기여할 수 있을지에 대해 기술하시오. 보기","코로나19로 인해 각종 분야에서 비대면 시스템이 확장되고 있습니다. 온라인 경제 활동이 늘어나면서 온라인 결제, 이체 등이 활발해졌습니다. 민간 기업들이 이러한 시조에 맞추어 온라인 채널에 집중적으로 투자함으로써 디지털 환경에 익숙하지 않은 디지털 소외 계층의 고립이 심화되고 있습니다. 디지털 소외가 저소득, 고연령층이라는 특성과 맞물리면 취약계층의 어려움이 가중되고 다른 계층과의 차이가 고착화될 것입니다. 글자수 229 자 401 Byte"
사단법인 금융보안원,신입 소프트웨어개발자,"Q1. 본인의 성격을 간단히 소개하고 그러한 성격을 적극적으로 활용 또는 극복하여 다른 사람들과 협업했던 경험(프로젝트, 업무 등)을 기술하여 주십시오. 또한 성공적인 협업을 위해서 가장 중요한 조건과 그 이유에 대한 본인의 의견을 기술하여 주십시오. 보기","""갈등 관리를 통한 팀 네트워킹"" 기술의 영향과 대응에 관한 팀 과제 당시 팀장은 유학생을 과제에서 소외시키려 해 분위기가 어색해졌고 회의 진행이 어려워 팀장을 설득하기로 했습니다. 우선, 유학생의 참여를 줄이는 이유를 듣고 팀장의 우려를 해소할 수 있는 대안을 찾았습니다. 교내 언어 교환 프로그램을 통해 통역에 도움을 받을 것을 제안했지만, 팀장은 이것만으로 쉽게 의견을 바꾸지 않았습니다. 한국어 번역이 없는 해외 여론이나 정책을 추가하면 1차에서 낮았던 독창성 점수를 보완할 수 있다고 설득했습니다. 도움이 되는 부분을 구체적으로 설명하자 팀원들도 중국어 활용 아이디어를 내기 시작했고 팀장도 의견을 바꾸었습니다. 실질적인 이익을 제시했기에 협력적 분위기를 만들 수 있었던 것 같습니다. 글자수 399 자 684 Byte"
사단법인 금융보안원,신입 소프트웨어개발자,Q2. 금융보안원 업무 수행과 관련하여 본인이 보유한 역량 및 기술을 자유롭게 기재하여 주십시오. (4개 이하 기재) 보기,"2-(1). 기재한 역량 및 기술 중 한 가지 이상을 선택하고 그러한 역량 및 기술을 적극적으로 활용했던 경험 또는 이를 습득하기까지의 과정을 기술하여 주십시오. ""업무 추진력의 바탕 : 세밀한 기획"" 인문학 교실을 기획하고 운영하는 프로그램 당시, 일정이 바뀌어 인턴십이 겹치고 하차 인원이 생겨 인력, 시간이 부족했고 이를 극복하기 위해 다음과 같이 행동했습니다. 첫째, 진행된 과제 상황을 파악하고 앞으로 해야 할 일과 사용 가능한 시간을 리스트로 만들었습니다. 그리고 우선순위에 따라 시간을 배분한 후 추가적으로 필요한 시간을 확인했습니다. 둘째, 불필요한 업무 프로세스를 개선해 부족한 시간을 확보했습니다. 반복되는 자료와 문서는 형상관리를 이용해 재사용할 수 있도록 했습니다. 셋째, 또 다른 일정 변동에 대비해 강의자를 2인 1조로 구성했고, 수업을 하는 동안 강의록을 작성해 최종 보고서 작성 시간도 줄일 수 있었습니다. 2-(2). 금융보안원에 입사한다면 기재한 기술 및 역량을 업무 수행에 어떠한 방식으로 활용할 예정인지 관련 계획을 기술하여 주십시오. 사업 관리 시스템에서 설계를 개선해 국민 사용자는 물론 내부 직원들의 업무 편의까지 증진시켰을 때 보람을 느꼈습니다. 그리고 이 과정에서 요구사항 관리가 중요하다고 생각했습니다. 다양한 이해관계자의 요구사항이 있고, 정책을 준수하며 이를 만족시켜야 했기 때문입니다. 이를 위해 IT 지식을 쌓고 있고, 실무 경험을 쌓아 향후에는 정보기술사를 취득할 예정입니다. 여러 이해관계자의 요구사항을 조율해 시스템의 완전성을 높이고 사용자 편의를 증진하는 역할을 하고 싶습니다. 글자수 831 자 1,407 Byte"
사단법인 금융보안원,신입 소프트웨어개발자,Q3. 본인의 의지로 기존의 방식을 개선 및 변경했던 경험과 그 결과를 기술하여 주시고 그러한 경험을 통해 깨달은 점을 기술하여 주십시오. 보기,"문제의 원인에 대한 명확한 분석과 개선을 통해 미래의 문제 발생도 예방한 경험이 있습니다. 신제품 기획 마케팅 공모전을 준비하면서 아이디어 도출과 기획안 작성을 담당했습니다. 팀원들의 조사 자료들을 종합하면서 현장조사 수치가 다른 부분이 종종 있다는 것을 발견했고 재조사를 해야 했습니다. 남은 기일이 짧아 현장조사를 빠르고 정확하게 수행할 방법을 찾았습니다. 먼저, 어떤 이유에서 오류가 발생했는지 검토했습니다. 팀원들의 초안 자료를 확인해 결과 기록 과정에서 실수가 발생한 것을 발견했습니다. 자료를 꼼꼼하게 기록하지 못한 이유도 있지만, 야외에서 조사 결과를 체계적으로 정리하기 어려울 수 있다는 점을 생각했습니다. 그리고 여러 번 자료를 옮기고 정리하는 프로세스 자체도 개선해야겠다고 생각했습니다. 현장조사 결과를 바로 온라인에 입력할 수 있도록 클라우드와 형상관리 환경을 만들어 팀원에게 제공했습니다. 미리 구성된 양식에 조사 즉시 결과를 입력하도록 해서, 시간을 절약하고 실수를 예방할 수 있었으며, 보고서를 실시간 공유하여 서로 실수가 발생한 부분이 있는지 점검할 수 있었습니다. 글자수 556 자 970 Byte"
사단법인 금융보안원,신입 소프트웨어개발자,"Q4. 금융·IT 산업 동향, 금융보안원의 기관 특성 및 현재 수행 중인 업무 분야를 고려할 때, 향후 금융보안원이 가장 집중적으로 추진해야 할 사업에 대한 본인의 견해를 자유롭게 기술하여 주십시오. 보기","금융보안원은 익명 처리 적정성을 평가하고, 안전하게 결합하는 역할을 함으로써 다른 기관들의 가이드라인이 되어야 한다고 생각합니다. 또한 선진적인 기술 개발을 통해 현업에서의 데이터에 대한 요구사항을 안전하게 충족시킬 수 있는 대안을 제시하는 역할을 해야 한다고 생각합니다. 글자수 152 자 268 Byte"
㈜KT,신입 네트워크엔지니어,"Q1. 지원한 직무 관련한 본인의 역량(지식/Skill/Tool 등)과 직무에 대한 열정/노력(공모전, 대외활동, 프로젝트, 논문 등)에 대해 기술해 주십시오. (800자 이내) 보기","저는 NW 인프라 기술 분야에 대한 3가지 역량을 쌓았습니다. 첫 번째, 전파 통신과 관련된 학부 과정에서 안테나 설계, 전파 전달, 전자회로 및 마이크로파 회로 등의 지식을 습득하였고 ADS, PSPICE, smith123 등의 소프트웨어를 사용할 수 있게 되었습니다. 두 번째, 전자회로에 흐르는 파형을 측정하기 위해 '오실로스코프'를, 다이폴 안테나 및 패치 안테나를 제작하기 위해 '벡터 네트워크 분석기'의 사용법을 배웠습니다. 세 번째, 전기기사와 전기공사기사 등 전기 관련 자격증을 2개 취득하였습니다. 또한 직무에 대한 열정과 노력을 증명할 수 있는 다양한 활동에 참여하였습니다. 예를 들어, 2018년에는 전파공학과의 조별 과제로 소리와 관련된 전자제품을 설계하고 구현하였습니다. 이 과제를 통해 주변의 소리 크기에 비례해 LED의 점등 개수가 달라지는 시스템을 만들었습니다. 저는 조장으로서 회로 구성과 발표를 담당하였고, 팀원들과의 원활한 소통과 협력을 통해 성공적인 결과물을 완성하였습니다. 또한 2019년에는 GHz 단위의 필터를 설계하고 구현하였습니다. 이 프로젝트에서는 ADS 프로그램을 이용해 RLC로 구성된 집중 정수 회로를 길이로 나타낼 수 있는 분포정수회로로 바꾸는 등의 과정을 거쳐 필터를 제작했습니다. 저는 이 시스템의 동작 원리와 구현 방법에 대해 이해하고, 실제로 특정 주파수만 통과시키는 필터를 제작하였습니다. 위와 같은 역량과 열정을 토대로 KT에서 NW 인프라 기술 분야의 전문가로 성장하고, KT의 비전과 목표를 함께 이루기 위해 최선을 다하겠습니다. 글자수 799 자 1,329 Byte"
㈜KT,신입 네트워크엔지니어,Q2. KT의 핵심가치 중 자신에게 가장 부합하는 것을 선택하고 그 이유를 구체적인 사례와 함께 기술해 주십시오. (800자 이내) 보기,"저는 KT의 핵심가치 중 '소통/협업’이라는 가치에 가장 공감하고 실천하고 있습니다. 소통은 서로의 의견과 정보를 교환하고 이해하는 과정이며, 협업은 서로의 목표와 역할을 명확히 하고 상호보완하며 협조하는 과정입니다. 대학교 3학년 때, 전자제품 제작 프로젝트에 참여했던 경험이 있습니다. 해당 프로젝트는 학부시절 동안 배운 내용을 바탕으로 전자제품을 제작하는 활동이었습니다. 그 프로젝트에서 같은 학과, 같은 학년의 학생들과 팀을 이루어 소리와 관련된 제품을 제작했습니다. 저는 이 프로젝트에서 소통과 협업의 중요성을 깨달았습니다. 저희 팀은 여러 가지 문제점이 있었기 때문에, 서로의 일정과 지식을 공유하고 조율하기 위해서는 원활한 소통과 협업이 필수적이었습니다. 기사 자격증 공부에 열중하느라 프로젝트에 소홀한 팀원과 함께 일정을 조율했으며, 전공 지식이 부족한 팀원을 데리고 일주일에 한 번 이상 만나 가르치기도 했습니다. 이런 식으로 팀원들과 의견을 주고받으며, 역할 분담과 일정 관리를 철저히 했습니다. 또한 팀원들의 장단점을 파악하고 보완하며, 팀원들의 성장과 발전을 지원하고 격려했습니다. 해당 제품의 시연 및 발표가 끝난 후 저희 프로젝트는 교수님의 칭찬과 함께 좋은 학점을 받았습니다. 이러한 성과는 저와 팀원들이 소통/협업을 발휘하여 프로젝트에 몰입하고 도전한 결과라고 생각합니다. KT는 디지털 플랫폼 기업으로서 고객 삶의 변화와 타 산업 혁신을 이끌어 가는 비전을 가지고 있습니다. 저는 KT의 일원으로서 소통/협업을 바탕으로 KT의 비전과 목표를 실현하기 위해 최선을 다하겠습니다. 글자수 810 자 1,386 Byte"
(주)케이티디에스,신입 소프트웨어개발자,"Q1. kt ds 및 해당 직무에 지원한 동기와 입사 후 해당 직무의 전문가로 성장하기 위해 어떠한 노력을 할지 구체적으로 기술해 주십시오. (최소 650자, 최대 700자 입력 가능) 보기","회사를 선택하는 데 있어서 가장 중요한 기준은, 좋은 동료들과 함께 노력한 결과가 실제 사람들에게 도움이 될 수 있는가입니다. 개발자로서의 꿈이자 목표는 스스로 유명해지거나 돈을 많이 버는 것이 아닙니다. 만든 프로그램으로 인해 시간을 절약하고 편리한 삶을 누리는 것을 지켜본다면 만족하며, 개발에 있어서 원동력입니다. 대한민국을 대표하며 혁신과 변화를 추구하는 KT는 새로운 기술을 빠르게 도입하여 고객의 삶을 편리하게 해 왔습니다. KT DS는 이러한 외적으로 보이는 KT 그룹의 혁신과 변화를 위해 그룹 내부에서 지원해 왔고, DS가 존재했기 때문에 KT 그룹이 성장해 왔다 생각합니다. 또한 IT의 중요성은 지속적으로 증가해나가고 있고, 다양한 산업에서 디지털 전환이 강조된 오고 있습니다. KT 그룹은 디지털 전환 시장을 주도해오고 있고, 그룹 내에서 KT DS의 중요도 역시 높아져가고 있다 생각합니다. 개발자로서 사람들에게 편리한 삶을 누리게 하고 싶다는 지향점을 KT DS에서 많은 고객과 KT 그룹원들을 위해 쏟아낼 수 있다 생각하여 지원하게 되었으며, 커져가는 시장 속에서 KT DS와 함께 성장하며 DS와 그룹 전체를 위해 기여하고 싶습니다. 입사 후 지금까지 꾸준히 공부한 알고리즘과 함께 회사에서 사용하는 프레임워크에 대해 공부 및 주변 동료들과 공유 및 논의함으로써 동료들과 함께 성장하여, 회사와 구성원 모두 함께 성장하고 싶습니다. 글자수 709 자 1,198 Byte"
(주)케이티디에스,신입 소프트웨어개발자,"Q2. 지원한 직무를 수행하기 위해 필요한 핵심 역량은 무엇이라고 생각하며, 그 이유에 대해 설명해 주십시오. 또한 해당 역량을 갖추기 위해 본인이 어떤 노력을 하였는지 기술해 주십시오. (최소 750자, 최대 800자 입력 가능) 보기","개인적으로 생각하기에 가장 중요한 역량은 변화를 두려워하지 않는 것과 빠르게 배우는 것이라 생각합니다. IT 산업은 빠르게 변화해오고 있으며, 어제까지는 가장 좋은 선택지였으나 오늘 더 좋은 선택지가 생겨나는 것은 흔한 일입니다. 또한 이루고자 하는 목표에 따라 합당한 선택지가 다르기 때문에 새로운 목표를 이루고자 할 때 새롭다 하더라도 합리적인 선택지를 선택해야 합니다. 그렇기 때문에 IT에 종사하는 것을 목표로 한다면 변화를 두려워해서는 안 되며, 새로운 것을 항상 받아들일 준비가 돼있어야 한다 생각합니다. 현재 교육받고 있는 OOOOO에서 Web에 대해 사실상 처음 배우게 되었지만, Spring, MyBatis, Vue와 같이 과거에 접해보지 않았던 기술들을 접할 때, 사용하기에 편리하고 왜 해당 기술을 사용하는지 이해하며 배웠습니다. 기술에 대한 흥미를 통하여 OOOOO 1학기 교육 과정에서 성적 우수상을 받을 수 있었습니다. 이후에도 OOOOO 2학기 프로젝트를 백엔드/인프라 담당으로 참여하며, ORM 기술인 JPA Hibernate를 적용하며 배웠던 SQL Mapper인 MyBatis와의 차이와 장단점을 이해하고 ORM과 SQL Mapper를 각각 어느 상황에 사용해야 하나 생각해 보았습니다. Spring Security, WebRTC(Openvidu), CDN, SMTP, Oracle Object Storage 등 다양한 기술을 프로젝트에 적용해 보았고 이를 바탕으로 우수 프로젝트상을 받았습니다. 이러한 노력을 바탕으로 OOOOO 우수 교육생으로 선정되어 삼성 리서치 연계 오픈소스 프로젝트에 참여하였습니다. 글자수 809 자 1,280 Byte"
(주)케이티디에스,신입 소프트웨어개발자,"Q3. 최근 3년 내 가장 어려웠던 도전은 무엇이었으며 그 경험을 통해 무엇을 배웠는지 기술해 주십시오. (최소 650자, 최대 700자 입력 가능) 보기","OOOOO에서 우수 교육생으로 선정되어 삼성리서치와 연계하여 오픈 소스 프로젝트인 One에서 사용하는 on device ai model인 circle로 다른 프레임워크에서 생성된 quantization paramter를 이식하는 quantization paramter importer(이하 q-implant)에 참여했던 것이었습니다. 프로젝트 주제가 흥미로워서 도전했으나 심화적인 내용을 다뤄팀원들 모두 많은 어려움과 부족함을 느낄 수 있었습니다. 하지만 q-implant에 사용될 데이터를 PyTorch에서 생성하는 q-extract-torch를 주도적으로 구현하여 q-implant가 PyTorch↔Circle 간에 동작하나 확인해 볼 수 있어 어렵더라도 꾸준히 노력을 할 수 있던 것 같습니다. 또한 필요한 부분을 issue로 등록하고 작업한 코드를 pull request 하였을 때, 삼성리서치 현직자 선배님들께 적극적으로 코드 리뷰를 받을 수 있었습니다. OOOOO에서 교육생들과 협업할 때 서로 진행했던 코드리뷰도 프로젝트에 큰 도움이 되었고 협업 과정에 대해 많은 것을 깨달을 수 있던 기회였으나, 현직자 분들의 코드리뷰를 통해 부족했던 부분을 보완할 수 있었습니다. 이러한 도전 과정이 연계 프로젝트 중 1등으로 뽑혀 SDC Korea에 발표하게 되어 성취감을 느낌과 동시에 향후에도 적극적으로 도전해야겠다는 생각을 하게 되었습니다. 글자수 702 자 1,085 Byte"
(주)케이티디에스,신입 소프트웨어개발자,"Q4. 공동의 목표 달성을 위한 협업 경험을 본인이 수행한 역할 중심으로 설명하고, 그 경험을 통해 무엇을 얻었는지 기술해 주십시오. (최소 650자, 최대 700자 입력 가능) 보기","OOOOO에서 WebRTC 기반 비대면 단체 클립 촬영 사이트에 백엔드/인프라 담당으로 참여하였을 때, 백엔드 팀원들 간에 적극적으로 코드 리뷰하는 것을 제안하였고, stacked diff 방식을 사용하여 코드 리뷰를 진행하였습니다. 또한 배워나가는 과정에 있기 때문에 백엔드 파트에서 명확하게 role을 설정하는 것이 아니라, 모든 작업 흐름을 코드 리뷰를 통해 따라가고 데일리 스크럼에서 그날 필요한 작업을 각자 선택하여, 백엔드에서 필요한 작업이 빠르게 작업되게 구성하였습니다. 이러한 과정은 코드 리뷰를 형식적으로 하는 것이 아니라 팀원들의 작업 내용을 전체적으로 따라가며, 발생할 수 있는 오류나 성능적으로 피해야 하는 상황을 모두 리뷰하며 해당하는 레퍼런스 문서를 첨부하였습니다. 'JPA에서 발생할 수 있는 N+1 문제를 사전에 발생할 수 있으니 조심하자', 'Join 정책은 어떻게 할 것인가?', 'Mapping은 양방향으로 하는 것이 맞는가, 단방향으로 하는 것이 맞는가'와 같은 논의를 통하여 주어진 상황에 대해 팀원들이 생각해 보고 각자가 생각하는 올바른 방향은 무엇인가와 이를 뒷받침하는 자료는 어떻게 되나를 공유함으로써 프로젝트의 완성도도 높이고 프로젝트에 대한 이해를 높일 수 있었습니다. 이를 통해 협업과 에자일에 대해 이해도를 높일 수 있었으며, 우수 프로젝트상을 받을 수 있었습니다. 글자수 682 자 1,144 Byte"
삼성전자㈜,신입 소프트웨어개발자,Q1. 삼성전자를 지원한 이유와 입사 후 회사에서 이루고 싶은 꿈을 기술하십시오. 보기,"회사를 선택하는 데 있어서 가장 중요한 기준은, 좋은 동료들과 함께 노력한 결과가 실제 사람들에게 도움이 될 수 있는가입니다. 개발자로서의 꿈이자 목표는 스스로 유명해지거나 돈을 많이 버는 것이 아닙니다. 만든 프로그램으로 인해 시간을 절약하고 편리한 삶을 누리는 것을 지켜본다면 만족하며, 이를 원동력 삼아 새로운 개발에 몰입할 것입니다. DA 사업부는 실생활에 밀접한 가전을 개발해오고 있으며, BESPOKE 브랜드를 통하여 개인화된 디자인을 제공하고 제품군 별로 다양한 편의 기능을 제공함으로써 가전 시장을 선도하고 있습니다. 또한 SmartThings를 통해 사용자들에게 편리한 삶을 제공해오고 있으며, 저 스스로도 그랑데 AI 제품을 통해 그 편리함과 중요성을 느끼고 있습니다. 현직자 선배님들과의 멘토링과 기업탐방, 리서치 연계 프로젝트에 참여함으로써 삼성전자의 인제일 정책에 대해 실감하였고, 지향하는 개발의 가치를 잘 실현할 수 있는 환경이라 확신하였으며, 함께 고객의 편리한 삶 경험을 위해 발전시켜나가고 싶어 지원하였습니다. 입사 후 더 편리한 SmartThings/HCA 사용에 기여하여 만족스러운 경험으로 인한 락인 효과를 이끌고 싶으며, Expert 등급을 취득하여 향상된 알고리즘 능력으로 최적화에 기여하고 싶습니다. 향후 기회가 된다면 SSAFY 멘토링 프로그램에 멘토로써 SW 생태계 순환에 도움을 주고 싶습니다. 글자수 699 자 1,174 Byte"
삼성전자㈜,신입 소프트웨어개발자,"Q2. 본인의 성장과정을 간략히 기술하되 현재의 자신에게 가장 큰 영향을 끼친 사건, 인물 등을 포함하여 기술하시기 바랍니다. (※ 작품 속 가상인물도 가능) 보기","'모든 경험과 학습은 도움이 된다'라는 생각을 가지고 있으며, 어려운 주제라 하더라도 흥미 있기만 하다면 간략하게라도 공부해 봐야 한다 생각합니다. 또한 개발자로서 살아가는 데 있어서 Computer Science 기초 지식이 중요하다 생각하여, 학부 시절 수강할 수 있는 전공과목들을 최대한 수강하여 들어 전공 기초를 채웠습니다. 다양한 분야의 전공 지식을 바탕으로 어떠한 문제/고민 상황을 맞닥뜨렸을 때 대략적으로 어떤 과목/지식과 연관되어 있음을 빠르게 생각 및 알아야 할 키워드를 뽑아냄으로써 빠르게 해결할 수 있는 능력을 갖추었습니다. 또한 다양한 분야 중 저와 맞는 분야와 맞지 않는 분야를 알아냄으로써 진로 선택에 도움이 되었습니다. ""실천에서 배우는 경험"" 과거에는 '실천은 언제든 가능하며 궁금한 것에 대해 새로운 지식들을 알아가는 것이 우선'이라는 잘못된 생각을 하였습니다. 스스로의 프로그래밍 역량에도 자신이 있고, 어떠한 과업이 주어졌을 때 어떻게든 해결해 내는 성격으로 인해, 학사 과정 중의 프로젝트 과제나 현장 실습 과정 등을 모두 제대로 끝내 부끄럽지만 잘못된 생각을 하였던 것 같습니다. 언제든 해낼 수 있다는 생각에 새로운 도전들을 미루다 보니, 또 다른 경험을 할 기회를 얻지 못하던 것을 깨닫고 기존의 잘못된 생각을 버리고 SSAFY에 입과 하여 행동함으로써 경험을 배워나가고 있습니다. 웹 개발 트랙 이수를 통한 Spring Framework에 대한 지식의 함양과, 프로젝트를 통한 개발 과정에 대한 이해와 결과물 산출로 인한 성취감을 통하여 '실천하는 것이 중요'하다는 것을 알 수 있었고 이론적 지식 외에 경험 역시 중요한 부분이라는 것을 깨달았습니다. 또한 이러한 노력을 바탕으로 우수 교육생에 선정되어 삼성전자(리서치) 연계 프로젝트에 참여함으로써 실천이 또 다른 기회를 불러오기 때문에 새로운 것에 도전하고 실천하는 것이 중요하다는 것을 다시 깨달았습니다. 또한 알고리즘을 단순히 이해하는 것을 떠나, 문제풀이 스터디에 참여하여 문제를 꾸준히 풀어오는 과정을 통해 SW 역량 테스트 B형을 취득하였고, 약 250일간 하루도 빠짐없이 알고리즘 문제를 풀어오고 있으며 경쟁적 프로그래밍 트레이닝 사이트인 OOOOOOO에도 참여하고 있습니다. ""협업 실패에서 배우는 경험과 극복"" 기본적으로 저는 주변 사람들을 신뢰하는 편입니다. 졸업 프로젝트를 협업할 때 동료가 알려주는 진행 상황을 그대로 믿어 프로젝트가 잘 이루어지고 있다 착각하다, 막바지에 아무것도 이루어지지 않은 것을 인지하여 수습하였던 경험이 있습니다. 이 경험에서 프로젝트에서 인적관리가 중요하다는 것을 깨달았습니다. 이런 경험을 바탕으로 SSAFY에서 협업 프로젝트를 진행할 때, 활발한 코드 리뷰를 주장 및 도입하여 서로의 진행 상황을 트래킹 하였습니다. 또한 Stacked Changes 방식을 사용하여 기능의 구현에 대해 활발하게 리뷰하여 더 좋은 코드의 구현 방법에 대해 서로 이야기해 볼 수 있는 기회였으며, 이를 통해 우수 프로젝트에 선정될 수 있었습니다. 글자수 1,507 자 2,547 Byte"
삼성전자㈜,신입 소프트웨어개발자,Q3. 최근 사회 이슈 중 중요하다고 생각되는 한 가지를 선택하고 이에 관한 자신의 견해를 기술해 주시기 바랍니다. 보기,"""에너지에 대한 관심"" 과거에도 에너지에 대해 관심을 갖는 사람들은 존재하였으나, 이상 기후와 환경에 대한 중요성이 커져가는 동시에 높아져가는 전기 요금에 대한 대중들의 관심으로 인하여 에너지는 현시대의 중요한 이슈 중 하나입니다. 탄소 감축의 중요성으로 인해 에너지 사용을 줄이는 것과 재생 에너지를 사용하는 것은 세계인들의 주된 관심사입니다. IT 산업에서 최근 가장 인기를 얻은 GPT를 비롯한 LLM 모델 역시 많은 에너지를 소모하는 것에 대한 비판이 있었으며, 양자화와 Pruning을 통한 Parameter 감소 등을 통해 에너지 소모를 줄이는 노력해오고 있습니다. 삼성전자 역시 에너지 절약 및 재생 에너지 사용에 적극적으로 참여하여 사회에 기여해오고 있습니다. ""노력 및 인프라의 필요성"" 삼성전자에서는 공정에서 사용되는 에너지양을 절감하기 위한 노력과 더불어 출시하는 제품에서 사용하는 에너지양을 줄이기 위해 노력해오고 있습니다. 인버터 모터의 성능을 개선하여 에너지를 절감하는 동시에, 다양한 센서와 AI를 활용하여 제품이 효율적으로 동작할 수 있는 환경을 찾아 에너지를 절감해오고 있습니다. 또한 재생 에너지 사용으로 인한 비용 상승을 감수하고 재생 에너지 사용량을 지속적으로 늘려 탄소 감축에 앞장서고 있습니다. 하지만 에너지 절감에 대한 노력은 삼성전자만의 행동으로 이루어질 수 없으며, 우리 사회와 정부의 협조와 노력이 필요합니다. 지역 사회의 님비 현상으로 인해 열병합발전소 등의 재생에너지 발전소와 송전망 건설/운영이 제한적이며 재생 에너지를 사용하는 데 필요한 원가 상승으로 이어지며, 제조업 공장에서 가장 중요한 안정적/지속적으로 에너지를 수급하는 데 지장을 줍니다. 글자수 846 자 1,448 Byte"
삼성전자㈜,신입 소프트웨어개발자,"Q4. 프로그램 개발, 알고리즘 풀이 등 SW 개발 관련 경험 중 가장 어려웠던 경험과 해결 방안에 대해 구체적으로 서술하여 주시기 바랍니다. (과제 개요, 어려웠던 점, 해결 방법, 결과 포함) 보기","현장 실습에서 알 수 없는 에러를 마주쳤던 경험이 있습니다. 현장 실습 회사는 실제 의료 현장에 의료기기를 납품하여 운영 중이었으며, 병원에서 기존의 '결과지를 따로 출력해서 상담'하던 방식 외에 '진료실에서 전자 차트를 통해 상담'하는 방식 지원을 요청하여 DICOM 조사 및 결과지를 전송하는 프로그램을 만드는 것을 맡겼습니다. 회사에서 요청한 라이브러리(fo-dicom)를 사용하여 프로그램을 만들었을 때, 대다수의 경우 정상적으로 동작하나 몇몇 경우 전송이 제대로 이루어지지 않고 특정 시간 이후 Refused가 발생하여 원인을 찾기 위해 다음과 같은 과정을 거쳤습니다. 1. PACS 서버 로그를 확인하였을 때 Timeout과 함께 파일이 너무 작다는 로그가 존재하여, 생성한 DICOM이 정상적인가 확인하였습니다.(포맷이 정상적이고 뷰어에서 제대로 나오는 것을 확인하였습니다.) 2. 정상적으로 전송이 이루어지는지 확인하기 위해 Wireshark를 통해 트래픽을 확인하였고, 생성한 DICOM이 정상적으로 전송되는 것을 확인하였습니다. 3. PACS 서버가 비정상 동작하는 것이라 생각하여, 디컴파일 한 C# 코드를 확인하였으나 문제 되어 보이는 부분을 확인할 수 없었습니다. 4. 문제 되는 DICOM 파일과 DICOM Reference 문서를 비교하며 확인하였을 때, 표준 상 Pixel Data는 짝수여야만 하여 Padding이 필요한 것을 확인하였고, 문제 되는 파일의 Pixel Data는 홀수임을 확인하였습니다. 홀수의 경우 NULL의 Padding을 추가하여 문제를 해결하였으며, 이 과정을 통하여 널리 사용되는 라이브러리라 하더라도 완벽하지 않다는 것과 문제가 발생하였을 때 표준/공식 문서를 확인하는 것이 중요함을 알게 되었습니다. 이 깨달음을 통하여 궁금한 것이 생겼을 때 문서를 확인하고, 문서를 확인하여도 해결되지 않았을 때 Github에서 라이브러리의 코드를 확인하는 습관을 갖게 되었습니다. 이런 과정을 통해 코드에 대한 이해 역시 높일 수 있었습니다. 글자수 1,007 자 1,638 Byte"
LG CNS,신입 백엔드개발자,Q1. 지원 분야와 관련된 지식이나 경험을 기재하여 주십시오. (글자 수 444 / 300자 ~ 500자) 보기,"OOOOO 전공 Java 웹 트랙에 입과 하여 분반 내 1등으로 성적 우수상을 수여받았으며, WebRTC 기반 비대면 단체 클립 촬영 사이트를 개발하는데 Spring과 인프라를 담당하여 분반 내 프로젝트 우수상을 받았습니다. OOOOO 우수 교육생으로 선정되어 OOOOO-OOOO 연계 프로젝트에 참여하여, PyTorch의 Quantization Parameter를 One의 Circle에 이식하는 프로젝트를 진행하고 있습니다. 개발자로써 가장 중요한 지식 중 하나인 알고리즘을 꾸준히 개발하기 위해 백준 온라인 저지에서 약 250일간 꾸준히 문제를 풀어오고 있고, 실력을 확인하기 위해 경쟁적 알고리즘 대회인 AtCoder에 참여하고 있습니다. 이러한 노력을 바탕으로 OOOO 상시 SW 역량 테스트 B형에 응시 및 취득하였으며, OOOO OO 코딩 페스티벌에 참여하여 특별상을 수상하였습니다. 글자수 449 자 697 Byte"
LG CNS,신입 백엔드개발자,Q2. LG CNS에 지원한 동기와 입사 이후 꿈꾸는 것은 무엇인가요? 보기,"LG CNS는 티머니, 금융권 전산을 비롯하여 실생활에 필요한 대다수의 IT 서비스를 개발 및 운영해오고 있습니다. 다양한 프로젝트와 대용량의 트래픽을 경험하여 개발자로써 성장할 수 있는 기회가 될 것이기에 지원하게 되었습니다. 제가 만든 프로그램을 통해 사람들이 더 편리한 삶을 누리게 하는 것이 개발자로써 목표 및 가치관이며, 대한민국 IT의 큰 축인 LG CNS에서 그동안 공부해온 알고리즘을 기반하여 프로젝트를 최적화/개선하여 고객의 사용 경험을 증진하는데 기여하고 싶습니다. 또한 금융권을 비롯해 안정성을 추구하는 서비스에 전통적으로 UNIX를 사용하는 것을, LG CNS가 Linux 기반 x86 서버를 통해 비용을 절감함과 동시에 안정성을 유지했던 것과 같은 혁신의 과정을 구성원이 되어 경험하고 또 다른 혁신을 이루는데 같이 나아가고 싶습니다. 글자수 425 자 713 Byte"
LG CNS,신입 백엔드개발자,"Q3. LG CNS에 입사한다면, 어떤 조직이나 분야에서 근무하고 싶나요? 보기",개발 부서라면 다 괜찮습니다! 글자수 16 자 28 Byte
